Pos.,Giocatore,Nazione,Ruolo,Squadra,Competizione,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
146,Marco Asensio,ESP,Att.Cen,Paris S-G,Ligue 1,29-005,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,26,14,1,4,3
147,Kristjan Asllani,ALB,Cen,Inter,Serie A,22-323,2002,12,5,515,5.7,0,2,2,0,0,0,3,0,0.8,0.8,1.6,2.4,7,36,10,3,7,11,0
148,Iago Aspas,ESP,Att.Cen,Celta Vigo,La Liga,37-178,1987,16,13,1.206,13.4,6,3,9,4,2,3,4,1,5.6,3.2,2.8,6.0,38,90,34,14,12,27,5
149,Yaser Asprilla,COL,Att.Cen,Girona,La Liga,21-068,2003,11,8,717,8.0,1,0,1,1,0,0,1,0,1.0,1.0,1.1,2.1,37,53,19,4,7,14,0
150,Lorenz Assignon,TOG,Dif,Rennes,Ligue 1,24-218,2000,17,13,1.125,12.5,1,2,3,1,0,0,6,0,0.4,0.4,1.1,1.5,52,62,7,2,31,14,3
151,Dehmaine Assoumani,FRA,Cen.Att,Nantes,Ligue 1,19-284,2005,6,0,40,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,1,2,1,1,2,0
152,Valentin Atangana Edoa,FRA,Cen,Reims,Ligue 1,19-154,2005,19,19,1.577,17.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,23,61,15,1,30,29,2
153,Arthur Atta,FRA,Cen,Udinese,Serie A,22-012,2003,11,0,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,6,13,5,1,4,2,0
154,Noah Atubolu,GER,Por,Freiburg,Bundesliga,22-246,2002,16,16,1.440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
155,Emil Audero,ITA,Por,Como,Serie A,28-008,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
156,Tommaso Augello,ITA,Dif.Att,Cagliari,Serie A,30-149,1994,22,16,1.397,15.5,0,3,3,0,0,0,2,0,0.2,0.2,2.8,3.0,33,60,5,0,7,5,2
157,Carlos Augusto,BRA,Dif.Att,Inter,Serie A,26-019,1999,13,5,600,6.7,2,0,2,2,0,0,0,0,0.9,0.9,0.2,1.1,9,29,7,2,4,4,1
158,Yann Aurel Bisseck,GER,Dif,Inter,Serie A,24-058,2000,12,9,771,8.6,1,1,2,1,0,0,3,0,1.4,1.4,0.5,1.9,17,47,10,1,6,5,1
159,Brandon Austin,ENG,Por,Tottenham,Premier League,26-018,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
160,Ezequiel Ávila,ARG,Att,Betis,La Liga,30-355,1994,15,6,574,6.4,2,0,2,2,0,0,4,1,1.5,1.5,1.0,2.5,12,18,20,10,11,17,4
161,Taiwo Awoniyi,NGA,Att,Nott'ham Forest,Premier League,27-167,1997,18,2,248,2.8,1,0,1,1,0,0,0,0,1.7,1.7,0.1,1.8,5,4,8,3,7,7,1
162,Yasin Ayari,SWE,Cen,Brighton,Premier League,21-112,2003,20,14,1.267,14.1,0,0,0,0,0,0,3,0,1.4,1.4,1.2,2.6,19,45,16,5,26,18,3
163,Florian Ayé,FRA,Att,Auxerre,Ligue 1,28-007,1997,14,3,331,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,3,5,1,7,4,2
164,André Ayew,GHA,Att,Le Havre,Ligue 1,35-040,1989,11,8,727,8.1,2,0,2,2,0,0,1,0,2.3,2.3,0.0,2.3,2,10,9,3,7,17,3
165,Jordan Ayew,GHA,Att.Cen,Crystal Palace,Premier League,33-137,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0,1,0,0
166,Jordan Ayew,GHA,Att.Cen,Leicester City,Premier League,33-137,1991,19,11,994,11.0,4,0,4,3,1,1,4,0,2.6,1.9,0.5,2.3,21,20,1,0,1,0,0
167,Neil El Aynaoui,FRA,Cen,Lens,Ligue 1,23-208,2001,9,2,298,3.3,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.9,3,15,4,1,9,3,0
168,Ayman Azhil,MAR,Cen,Dortmund,Bundesliga,23-291,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,1
169,Adam Aznou,MAR,Dif,Bayern Munich,Bundesliga,18-238,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
170,César Azpilicueta,ESP,Dif,Atlético Madrid,La Liga,35-151,1989,7,6,525,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,42,4,1,4,5,1
171,Paulo Azzi,BRA,Dif,Cagliari,Serie A,30-195,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,8,3,5,3,0
172,Papa Ba,ESP,Cen,Girona,La Liga,20-136,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0,1,4,0
173,Shavy Babicka,GAB,Cen.Att,Toulouse,Ligue 1,24-239,2000,17,4,541,6.0,4,0,4,4,0,0,1,0,2.5,2.5,0.9,3.5,16,10,13,6,10,11,2
174,Aliou Badara Baldé,GUI,Cen.Att,Bochum,Bundesliga,22-045,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,4,1,1,0,2
175,Loïc Bade,FRA,Dif,Sevilla,La Liga,24-290,2000,17,16,1.461,16.2,1,1,2,1,0,0,4,0,0.4,0.4,0.6,1.0,6,31,9,3,16,2,0
176,Milan Badelj,CRO,Cen,Genoa,Serie A,35-336,1989,18,17,1.225,13.6,1,0,1,1,0,0,1,0,1.0,1.0,1.1,2.1,6,72,14,2,13,15,0
177,Benoît Badiashile,FRA,Dif,Chelsea,Premier League,23-306,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,0,0,6,2,0
178,Alex Baena,ESP,Cen.Att,Villarreal,La Liga,23-190,2001,19,18,1.550,17.2,5,5,10,5,0,1,7,0,4.9,4.1,6.1,10.3,46,113,37,9,25,27,4
179,Leon Bailey,JAM,Att.Cen,Aston Villa,Premier League,27-170,1997,18,12,925,10.3,1,2,3,1,0,0,2,0,1.3,1.3,1.5,2.7,45,29,20,4,9,16,3
180,Eric Bailly,CIV,Dif,Villarreal,La Liga,30-289,1994,9,7,579,6.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,17,4,0,6,1,0
181,Theo Bair,CAN,Att,Auxerre,Ligue 1,25-152,1999,17,4,443,4.9,1,0,1,1,0,0,1,0,1.6,1.6,0.6,2.2,5,12,11,6,10,3,6
182,Cédric Bakambu,COD,Att,Betis,La Liga,33-290,1991,12,3,367,4.1,1,1,2,1,0,0,3,0,1.8,1.8,0.4,2.2,2,5,13,5,8,3,4
183,Mitchel Bakker,NED,Cen,Atalanta,Serie A,24-220,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
184,Mitchel Bakker,NED,Dif.Att,Lille,Ligue 1,24-220,2000,12,6,549,6.1,2,0,2,2,0,0,1,1,2.1,2.1,0.7,2.8,20,21,0,0,1,0,0
185,Darryl Bakola,FRA,Dif,Marseille,Ligue 1,17-057,2007,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0
186,Ridle Baku,GER,Att.Cen,Wolfsburg,Bundesliga,26-293,1998,15,14,1.170,13.0,2,1,3,2,0,0,2,0,1.5,1.5,1.3,2.7,16,44,18,6,13,10,1
187,Ridle Baku,GER,Dif.Cen,RB Leipzig,Bundesliga,26-293,1998,4,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,7,18,6,13,10,1
188,Dilane Bakwa,FRA,Cen.Att,Strasbourg,Ligue 1,22-153,2002,18,18,1.553,17.3,2,5,7,2,0,0,1,0,2.8,2.8,3.9,6.7,63,71,34,14,14,53,3
189,Tommaso Baldanzi,ITA,Cen.Att,Roma,Serie A,21-309,2003,15,1,414,4.6,1,1,2,1,0,0,1,0,1.0,1.0,0.2,1.2,20,9,13,1,4,9,0
190,Alejandro Balde,ESP,Dif,Barcelona,La Liga,21-100,2003,18,16,1.378,15.3,0,2,2,0,0,0,1,0,0.3,0.3,1.9,2.2,62,51,8,1,9,30,0
191,Carlos Baleba,CMR,Cen,Brighton,Premier League,21-023,2004,20,18,1.520,16.9,2,1,3,2,0,0,7,1,1.3,1.3,0.7,2.0,27,76,28,7,26,29,0
192,Leonardo Balerdi,ARG,Dif,Marseille,Ligue 1,26-000,1999,15,15,1.264,14.0,0,0,0,0,0,0,5,1,0.0,0.0,0.7,0.7,8,65,2,0,17,11,0
193,Iván Balliu,ALB,Dif,Rayo Vallecano,La Liga,33-025,1992,15,7,734,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,6,25,0,0,12,4,0
194,Botond Balogh,HUN,Dif,Parma,Serie A,22-234,2002,20,19,1.575,17.5,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,7,30,2,0,13,6,0
195,Folarin Balogun,USA,Att,Monaco,Ligue 1,23-207,2001,7,6,469,5.2,3,0,3,3,0,0,0,0,3.8,3.8,0.9,4.7,13,9,23,6,4,6,4
196,Mario Balotelli,ITA,Att.Cen,Genoa,Serie A,34-167,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,2,0,2,2,0
197,Abdoulaye Bamba,CIV,Dif,Angers,Ligue 1,34-276,1990,9,7,655,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,11,0,0,3,3,0
198,Jonathan Bamba,CIV,Att.Cen,Celta Vigo,La Liga,28-306,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,13,6,7,17,4
199,Mohamed Bamba,CIV,Cen,Reims,Ligue 1,20-110,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0
200,Samuel Bamba,GER,Att.Cen,Bochum,Bundesliga,20-348,2004,3,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,1,1,0,0,1
201,Lameck Banda,ZAM,Att.Cen,Lecce,Serie A,23-363,2001,10,6,500,5.6,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.6,20,5,11,2,8,18,2
202,Daniel Bandeira,POR,Cen,Hellas Verona,Serie A,24-290,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,25,2,1,4,4,0
203,Mattia Bani,ITA,Dif,Genoa,Serie A,31-047,1993,14,14,1.099,12.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,6,19,4,2,3,6,1
204,Noahkai Banks,USA,Dif,Augsburg,Bundesliga,18-056,2006,4,1,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0,0,1,0
205,Scott Banks,SCO,Att.Cen,St. Pauli,Bundesliga,23-122,2001,8,0,80,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,0,3,0,2,2,0
206,Adrian Baquerin,ESP,Att,Valladolid,La Liga,17-328,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
207,Antonín Barák,CZE,Cen,Fiorentina,Serie A,30-054,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,2,2,0,0,0
208,Federico Barba,ITA,Dif,Como,Serie A,31-147,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,2,1,3,1,0
209,Valentín Barco,ARG,Dif.Att,Sevilla,La Liga,20-187,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,13,7,0,7,5,0
210,Bradley Barcola,FRA,Att,Paris S-G,Ligue 1,22-146,2002,19,16,1.250,13.9,11,3,14,11,0,0,1,0,9.4,9.4,5.2,14.5,87,46,49,25,18,14,4
211,Melvin Bard,FRA,Dif.Cen,Nice,Ligue 1,24-081,2000,11,9,780,8.7,1,0,1,1,0,0,2,0,1.3,1.3,0.4,1.7,18,33,8,4,7,8,0
212,Nicolò Barella,ITA,Cen,Inter,Serie A,27-354,1997,17,17,1.356,15.1,3,5,8,3,0,0,1,0,1.4,1.4,2.6,4.0,33,123,26,6,14,18,0
213,Gabriel Bares,SUI,Cen.Dif,Montpellier,Ligue 1,24-150,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0,0,1,0
214,Kike Barja,ESP,Att.Cen,Osasuna,La Liga,27-300,1997,5,2,142,1.6,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,8,2,3,1,4,4,0
215,Ross Barkley,ENG,Cen,Aston Villa,Premier League,31-052,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,32,14,4,8,3,0
216,Aymen Barkok,MAR,Cen,Mainz 05,Bundesliga,26-250,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,0,0,2,1,0
217,Harvey Barnes,ENG,Att,Newcastle Utd,Premier League,27-048,1997,20,6,782,8.7,5,1,6,5,0,0,0,0,3.0,3.0,2.4,5.4,42,41,28,10,8,11,2
218,Enzo Barrenechea,ARG,Cen,Valencia,La Liga,23-249,2001,15,12,988,11.0,1,1,2,1,0,0,3,0,0.7,0.7,0.4,1.1,8,40,5,1,13,15,0
219,Ander Barrenetxea,ESP,Cen.Att,Real Sociedad,La Liga,23-030,2001,16,7,690,7.7,1,2,3,1,0,0,4,0,1.2,1.2,1.1,2.4,28,28,16,5,19,8,1
220,Pablo Barrios,ESP,Cen,Atlético Madrid,La Liga,21-225,2003,16,15,1.302,14.5,0,2,2,0,0,0,3,0,0.8,0.8,1.3,2.1,14,82,18,5,17,13,0
221,Thierno Barry,FRA,Att,Villarreal,La Liga,22-097,2002,20,15,1.348,15.0,7,3,10,6,1,1,2,0,8.8,8.0,2.2,10.2,22,16,48,15,25,29,15
222,Davide Bartesaghi,ITA,Dif,Milan,Serie A,19-028,2005,1,0,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
223,Marc Bartra,ESP,Dif,Betis,La Liga,34-011,1991,12,11,1.016,11.3,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,35,9,4,7,10,0
224,Federico Baschirotto,ITA,Dif,Lecce,Serie A,28-128,1996,21,21,1.890,21.0,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,5,34,9,4,18,3,0
225,Daniele Baselli,ITA,Cen,Como,Serie A,32-320,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0,0,1,0
226,Calvin Bassey,NGA,Dif,Fulham,Premier League,25-026,1999,21,21,1.890,21.0,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.7,17,70,10,3,13,19,2
227,Aboubacar Bassinga,CIV,Cen,Las Palmas,La Liga,19-197,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
228,Alessandro Bastoni,ITA,Dif,Inter,Serie A,25-288,1999,19,18,1.420,15.8,1,4,5,1,0,0,2,0,0.3,0.3,1.9,2.2,32,95,6,2,24,24,0
229,Augusto Batalla,ARG,Por,Rayo Vallecano,La Liga,28-271,1996,15,15,1.350,15.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0,0,2,0
230,Dylan Batubinsika,COD,Dif,Saint-Étienne,Ligue 1,28-346,1996,19,17,1.584,17.6,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.7,9,42,5,1,19,11,0
231,Maximilian Bauer,GER,Dif,Augsburg,Bundesliga,24-352,2000,11,8,658,7.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,30,1,1,7,13,0
232,Oliver Baumann,GER,Por,Hoffenheim,Bundesliga,34-238,1990,18,18,1.620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0,1,0,0,0,4,0
233,Christoph Baumgartner,AUT,Cen,RB Leipzig,Bundesliga,25-178,1999,19,10,971,10.8,2,1,3,2,0,0,3,0,2.4,2.4,1.1,3.5,19,26,19,9,27,16,4
234,Rafael Bauza,ESP,Cen,Espanyol,La Liga,19-362,2005,4,2,174,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,3,0,7,0,0
235,Adrian Beck,GER,Cen.Att,Heidenheim,Bundesliga,27-231,1997,17,6,565,6.3,2,1,3,2,0,0,0,0,1.7,1.7,0.7,2.3,7,24,14,4,5,3,0
236,Sheraldo Becker,SUR,Att.Cen,Real Sociedad,La Liga,29-352,1995,16,8,749,8.3,1,0,1,1,0,0,1,0,1.6,1.6,1.1,2.7,33,21,18,10,7,11,9
237,Timo Becker,GER,Dif,Holstein Kiel,Bundesliga,27-307,1997,15,15,1.305,14.5,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.3,13,23,11,4,5,4,0
238,Jan Bednarek,POL,Dif,Southampton,Premier League,28-289,1996,19,19,1.692,18.8,2,0,2,2,0,0,4,0,0.6,0.6,0.5,1.1,4,46,4,2,23,8,0
239,Donny van de Beek,NED,Cen.Att,Girona,La Liga,27-283,1997,16,11,964,10.7,2,2,4,2,0,0,3,0,1.2,1.2,2.9,4.1,12,28,12,3,18,4,1
240,Kevin Behrens,GER,Att,Wolfsburg,Bundesliga,33-358,1991,9,0,110,1.2,1,0,1,1,0,0,1,0,1.3,1.3,0.0,1.3,1,1,6,2,0,0,0
241,Maximilian Beier,GER,Att.Cen,Dortmund,Bundesliga,22-101,2002,18,10,945,10.5,3,2,5,3,0,0,2,0,3.0,3.0,1.7,4.7,9,18,17,5,11,8,5
242,Ismael Bekhoucha,MAR,Cen,Getafe,La Liga,20-067,2004,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
243,Reda Belahyane,MAR,Cen,Hellas Verona,Serie A,20-239,2004,20,15,1.478,16.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.2,18,69,5,1,27,8,0
244,Haris Belkebla,ALG,Cen,Angers,Ligue 1,30-364,1994,14,13,1.173,13.0,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,3,42,3,0,11,18,1
245,Yassin Belkhdim,FRA,Cen.Att,Angers,Ligue 1,22-347,2002,16,6,594,6.6,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,9,16,6,3,13,8,0
246,Stefan Bell,GER,Dif,Mainz 05,Bundesliga,33-155,1991,14,12,1.123,12.5,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,7,25,8,2,21,7,1
247,Raoul Bellanova,ITA,Dif,Torino,Serie A,24-254,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,1,0,1,1,0
248,Raoul Bellanova,ITA,Dif,Atalanta,Serie A,24-254,2000,20,15,1.370,15.2,0,5,5,0,0,0,2,0,0.8,0.8,2.8,3.5,51,54,1,0,1,1,0
249,Jean-Ricner Bellegarde,FRA,Cen.Att,Wolves,Premier League,26-213,1998,21,10,860,9.6,1,2,3,1,0,0,3,0,0.8,0.8,0.6,1.3,23,19,12,2,17,21,1
250,Héctor Bellerín,ESP,Dif,Betis,La Liga,29-313,1995,7,6,524,5.8,0,1,1,0,0,0,1,0,0.2,0.2,2.0,2.2,3,24,1,1,6,0,0
251,Jude Bellingham,ENG,Cen,Real Madrid,La Liga,21-211,2003,17,17,1.410,15.7,7,6,13,6,1,2,3,0,6.6,5.0,2.5,7.5,45,115,29,11,16,38,4
252,Jeanuël Belocian,FRA,Dif.Cen,Leverkusen,Bundesliga,19-344,2005,5,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0,1,4,0
253,Andrea Belotti,ITA,Att,Como,Serie A,31-037,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.9,9,9,19,3,9,19,5
254,Fran Beltrán,ESP,Cen,Celta Vigo,La Liga,25-358,1999,16,15,1.216,13.5,1,0,1,1,0,0,1,0,0.4,0.4,1.0,1.3,13,71,11,1,10,4,0
255,Lucas Beltrán,ARG,Cen.Att,Fiorentina,Serie A,23-303,2001,16,10,927,10.3,3,4,7,1,2,2,1,0,3.5,2.0,1.5,3.4,16,38,17,3,10,19,2
256,Eliesse Ben Seghir,MAR,Cen.Att,Monaco,Ligue 1,19-345,2005,19,14,1.222,13.6,5,3,8,3,2,2,0,0,4.6,3.2,3.7,6.9,57,80,44,16,22,48,2
257,Carlos Benavídez,URU,Cen,Alavés,La Liga,26-302,1998,8,4,246,2.7,1,1,2,1,0,0,1,0,0.1,0.1,0.6,0.7,2,14,3,1,9,2,0
258,Adrian Benedyczak,POL,Att.Cen,Parma,Serie A,24-063,2000,8,2,197,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,3,0,3,5,1
259,László Bénes,SVK,Cen.Att,Union Berlin,Bundesliga,27-139,1997,11,1,244,2.7,1,1,2,1,0,0,2,0,0.4,0.4,0.4,0.8,2,8,8,5,5,2,1
260,Iker Benito,ESP,Att.Cen,Osasuna,La Liga,22-169,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0
261,Ismaël Bennacer,ALG,Cen,Milan,Serie A,27-056,1997,4,3,210,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,17,3,2,4,5,0
262,Saïd Benrahma,ALG,Att.Cen,Lyon,Ligue 1,29-169,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,2.0,2.0,2.1,4.0,41,32,17,4,6,6,6
263,Ramy Bensebaini,ALG,Dif,Dortmund,Bundesliga,29-285,1995,17,12,1.065,11.8,1,4,5,1,0,0,5,0,0.5,0.5,2.3,2.8,14,51,10,2,16,8,0
264,Rodrigo Bentancur,URU,Cen,Tottenham,Premier League,27-215,1997,12,9,688,7.6,2,0,2,2,0,0,5,0,0.8,0.8,0.1,0.9,7,51,13,3,17,3,0
265,Lucas Beraldo,BRA,Dif,Paris S-G,Ligue 1,21-063,2003,13,12,1.085,12.1,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.6,7,73,5,3,16,6,1
266,Yuri Berchiche,ESP,Dif,Athletic Club,La Liga,34-351,1990,17,12,1.139,12.7,0,0,0,0,0,0,3,0,0.3,0.3,0.5,0.8,21,76,9,3,10,12,2
267,Álex Berenguer,ESP,Att.Cen,Athletic Club,La Liga,29-206,1995,19,13,1.114,12.4,5,4,9,5,0,1,2,0,4.9,4.1,2.8,6.9,31,33,26,10,14,15,3
268,Sander Berge,NOR,Cen,Fulham,Premier League,26-347,1998,15,11,1.047,11.6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,9,52,1,0,12,2,0
269,Lucas Bergvall,SWE,Cen,Tottenham,Premier League,18-359,2006,15,4,472,5.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,12,23,3,0,11,8,0
270,Medon Berisha,ALB,Cen,Lecce,Serie A,21-097,2003,6,3,241,2.7,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,5,14,9,4,5,3,0
271,Mergim Berisha,GER,Att.Cen,Hoffenheim,Bundesliga,26-260,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,1.0,1.0,1.0,2.0,2,7,11,3,5,5,3
272,Adrian Bernabe,ESP,Cen,Parma,Serie A,23-245,2001,11,11,896,10.0,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,20,67,19,1,7,22,0
273,Marc Bernal,ESP,Cen,Barcelona,La Liga,17-245,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,1,4,3,0
274,Bernardo,BRA,Dif,Bochum,Bundesliga,29-257,1995,9,7,702,7.8,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,10,44,2,1,10,5,0
275,Juan Bernat,ESP,Dif.Cen,Villarreal,La Liga,31-331,1993,10,1,212,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,4,8,2,1,0,2,1
276,Alexander Bernhardsson,SWE,Cen.Dif,Holstein Kiel,Bundesliga,26-140,1998,9,7,546,6.1,2,1,3,2,0,0,2,0,1.3,1.3,0.6,1.9,6,13,10,4,13,3,0
277,Victor Bernth Kristiansen,DEN,Dif,Leicester City,Premier League,22-041,2002,19,19,1.667,18.5,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,27,49,1,0,11,13,1
278,Matúš Bero,SVK,Cen,Bochum,Bundesliga,29-142,1995,16,15,1.372,15.2,3,0,3,3,0,0,5,0,1.5,1.5,2.0,3.5,15,71,13,5,18,20,0
279,Juan Berrocal,ESP,Dif,Getafe,La Liga,25-267,1999,9,6,611,6.8,0,0,0,0,0,0,4,1,0.2,0.2,0.0,0.2,1,12,2,0,11,1,0
280,Dimitry Bertaud,COD,Por,Montpellier,Ligue 1,26-234,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
281,Beto,GNB,Att,Everton,Premier League,26-361,1998,14,1,317,3.5,1,0,1,1,0,0,1,0,1.7,1.7,0.0,1.7,5,2,12,4,12,8,5
282,Sam Beukema,NED,Dif,Bologna,Serie A,26-070,1998,21,20,1.845,20.5,0,1,1,0,0,0,0,0,0.8,0.8,1.0,1.8,17,97,9,3,19,26,1
283,Alessandro Bianco,ITA,Cen,Monza,Serie A,22-117,2002,18,14,1.304,14.5,1,0,1,1,0,0,4,0,1.1,1.1,0.4,1.5,25,68,17,3,25,31,3
284,Alessandro Bianco,ITA,Cen,Fiorentina,Serie A,22-117,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,17,3,25,31,3
285,Mika Biereth,DEN,Att,Monaco,Ligue 1,21-353,2003,2,2,180,2.0,1,0,1,1,0,0,0,0,1.0,1.0,0.9,1.8,0,5,8,5,1,5,0
286,Jaka Bijol,SVN,Dif,Udinese,Serie A,25-356,1999,19,19,1.710,19.0,1,0,1,1,0,0,6,0,1.2,1.2,0.4,1.6,14,51,13,4,26,4,1
287,El Bilal Touré,MLI,Att.Cen,Stuttgart,Bundesliga,23-115,2001,9,3,314,3.5,2,1,3,2,0,0,0,0,1.6,1.6,1.1,2.7,4,5,14,4,8,3,1
288,Philip Billing,DEN,Cen,Bournemouth,Premier League,28-229,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.0,1.6,3,15,5,1,3,2,0
289,Cristiano Biraghi,ITA,Dif,Fiorentina,Serie A,32-147,1992,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,5,2,4,7,0
290,Samuele Birindelli,ITA,Dif.Cen,Monza,Serie A,25-191,1999,9,6,555,6.2,1,0,1,1,0,0,1,0,0.4,0.4,1.0,1.4,17,15,5,4,7,8,1
