Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
1,Tammy Abraham,ENG,Att,Milan,27-119,1997,6,2,276,3.1,2,1,3,2,0,0,0,0,1.1,1.1,0.6,1.7,8,6,7,3,5,11,0
2,Francesco Acerbi,ITA,Dif,Inter,36-354,1988,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0
3,Arijan Ademi,MKD,Cen,Dinamo Zagreb,33-245,1991,5,3,218,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,2,6,5,0,6,3,2
4,Karim Adeyemi,GER,Att.Cen,Dortmund,23-011,2002,3,2,160,1.8,3,0,3,3,0,0,1,0,0.4,0.4,0.3,0.7,10,3,7,5,2,4,0
5,Amine Adli,MAR,Cen,Leverkusen,24-264,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,6,2,2,4,1,2
6,Vasilije Adžić,MNE,Att,Juventus,18-262,2006,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
7,Michel Aebischer,SUI,Cen,Bologna,28-023,1997,1,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0,4,0,0
8,Emanuel Aiwum,AUT,Dif,Sturm Graz,24-035,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,1,0,13,7,0
9,Ludovic Ajorque,FRA,Att,Brest,30-339,1994,6,6,472,5.2,0,2,2,0,0,0,3,0,0.6,0.6,2.0,2.7,2,5,11,4,12,6,2
10,Manuel Akanji,SUI,Dif,Manchester City,29-194,1995,6,6,509,5.7,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,8,50,2,0,5,2,0
11,Nathan Aké,NED,Dif,Manchester City,29-346,1995,2,2,141,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,9,2,1,3,0,0
12,Maghnes Akliouche,FRA,Att.Cen,Monaco,22-339,2002,7,7,630,7.0,2,1,3,2,0,0,0,0,1.3,1.3,1.3,2.6,28,38,16,6,8,12,4
13,Kerem Aktürkoğlu,TUR,Att,Benfica,26-100,1998,7,7,536,6.0,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.1,14,10,11,6,4,3,3
14,David Alaba,AUT,Dif,Real Madrid,32-219,1992,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
15,Trent Alexander-Arnold,ENG,Dif,Liverpool,26-114,1998,6,5,411,4.6,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,4,38,8,2,2,1,0
16,Alisson,BRA,Por,Liverpool,32-119,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
17,Julián Álvarez,ARG,Att.Cen,Atlético Madrid,24-364,2000,7,7,516,5.7,6,0,6,6,0,0,0,0,2.2,2.2,1.5,3.7,16,14,15,7,4,7,0
18,Mohamed Aly Camara,GUI,Dif,Young Boys,27-154,1997,5,5,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,2,9,0,0,6,2,0
19,Jordan Amavi,FRA,Dif,Brest,30-326,1994,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0,1,4,0
20,Zeki Amdouni,SUI,Att.Cen,Benfica,24-056,2000,7,1,161,1.8,1,0,1,1,0,0,1,0,1.1,1.1,0.4,1.5,5,3,12,5,5,3,1
21,Benjamin André,FRA,Cen,Lille,34-179,1990,7,7,630,7.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,4,32,2,1,10,10,1
22,Robert Andrich,GER,Cen,Leverkusen,30-129,1994,5,2,215,2.4,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,1,7,1,1,8,1,0
23,Waldemar Anton,GER,Dif,Dortmund,28-193,1996,5,3,338,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,17,1,0,2,6,0
24,Maximiliano Araújo,URU,Dif.Cen,Sporting CP,24-349,2000,7,5,409,4.5,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.9,14,24,3,1,7,9,0
25,Ronald Araújo,URU,Dif,Barcelona,25-328,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,2,0,1,0,0
26,Tomás Araújo,POR,Dif,Benfica,22-258,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,16,0,0,3,3,0
27,Hákon Arnar Haraldsson,ISL,Cen.Att,Lille,21-294,2003,3,1,106,1.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.4,2,5,3,1,0,2,0
28,Marko Arnautović,AUT,Att,Inter,35-285,1989,4,2,144,1.6,1,0,1,1,0,1,0,0,1.3,0.6,0.2,0.8,1,2,2,2,3,1,3
29,Arthur,BRA,Dif,Leverkusen,21-318,2003,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
30,Raúl Asencio,ESP,Dif,Real Madrid,21-351,2003,3,2,187,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0,0,3,0
31,Marco Asensio,ESP,Att,Paris S-G,29-008,1996,4,2,135,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,2,4,0,0,1,0
32,Kristjan Asllani,ALB,Cen,Inter,22-326,2002,4,1,136,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,2,0,3,4,0
33,Yaser Asprilla,COL,Cen.Att,Girona,21-071,2003,5,1,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,14,3,1,5,4,0
34,Zachary Athekame,SUI,Dif,Young Boys,20-047,2004,7,4,404,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,13,2,0,10,3,0
35,Carlos Augusto,BRA,Dif,Inter,26-022,1999,6,4,334,3.7,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,3,2,2,2,1,3,1
36,Yann Aurel Bisseck,GER,Dif,Inter,24-061,2000,6,4,408,4.5,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,7,11,2,1,3,6,0
37,Fredrik Aursnes,NOR,Cen,Benfica,29-050,1995,7,6,539,6.0,0,1,1,0,0,0,2,0,1.0,1.0,0.8,1.8,18,30,7,2,5,0,1
38,Irakli Azarov,GEO,Dif,Shakhtar,22-343,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,0,0,2,2,0
39,Ayman Azhil,MAR,Cen,Dortmund,23-294,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
40,Adam Aznou,MAR,Dif,Bayern Munich,18-241,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
41,Isaac Babadi,NED,Att.Cen,PSV Eindhoven,19-298,2005,2,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
42,Alexander Bah,DEN,Dif,Benfica,27-051,1997,6,5,408,4.5,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.1,8,16,3,1,3,5,0
43,Samson Baidoo,AUT,Dif,RB Salzburg,20-304,2004,6,6,526,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,22,2,1,7,2,0
44,Leon Bailey,JAM,Att,Aston Villa,27-173,1997,5,4,328,3.6,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.3,9,9,6,2,2,4,0
45,Stefan Bajcetic,ESP,Cen,RB Salzburg,20-099,2004,5,1,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,10,1,0,4,3,0
46,Kenan Bajrić,SVN,Dif.Cen,Slovan Bratislava,30-040,1994,7,7,623,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,16,0,0,5,6,0
47,Johan Bakayoko,BEL,Att,PSV Eindhoven,21-284,2003,7,7,598,6.6,1,1,2,1,0,0,1,0,1.4,1.4,1.5,2.9,50,18,22,9,3,3,1
48,Mitchel Bakker,NED,Att.Dif,Lille,24-223,2000,6,4,324,3.6,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,7,14,3,3,6,1,1
49,Alejandro Balde,ESP,Dif,Barcelona,21-103,2003,6,5,443,4.9,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,16,15,2,0,2,3,0
50,David von Ballmoos,SUI,Por,Young Boys,30-030,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
51,Folarin Balogun,USA,Att,Monaco,23-210,2001,3,0,94,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,5,3,1,2,2
52,Bradley Barcola,FRA,Att,Paris S-G,22-149,2002,7,7,563,6.3,1,1,2,1,0,0,0,0,1.9,1.9,1.2,3.1,31,14,13,6,5,4,2
53,Nicolò Barella,ITA,Cen,Inter,27-357,1997,6,4,386,4.3,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,10,33,3,0,5,7,0
54,Ross Barkley,ENG,Cen,Aston Villa,31-055,1993,5,0,100,1.1,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.1,0,6,1,1,2,0,0
55,Leandro Barreiro Martins,LUX,Cen,Benfica,25-026,2000,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0,0,1,0
56,Pablo Barrios,ESP,Cen,Atlético Madrid,21-228,2003,4,4,237,2.6,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,2,17,1,0,5,0,0
57,Tigran Barseghyan,ARM,Att.Cen,Slovan Bratislava,31-129,1993,7,6,480,5.3,1,2,3,1,0,0,2,0,0.9,0.9,1.6,2.5,16,24,12,3,4,15,4
58,Alessandro Bastoni,ITA,Dif,Inter,25-291,1999,6,5,421,4.7,0,1,1,0,0,0,1,0,0.1,0.1,0.0,0.1,9,23,3,0,7,6,0
59,Martin Baturina,CRO,Cen.Att,Dinamo Zagreb,21-348,2003,7,7,530,5.9,1,1,2,1,0,0,2,0,0.3,0.3,0.9,1.3,27,31,7,2,5,8,1
60,Christoph Baumgartner,AUT,Cen.Att,RB Leipzig,25-181,1999,7,5,416,4.6,2,0,2,2,0,0,2,0,1.1,1.1,0.3,1.3,6,8,7,4,16,3,0
61,Donny van de Beek,NED,Cen.Att,Girona,27-286,1997,6,6,425,4.7,1,0,1,1,0,0,1,0,0.7,0.7,0.7,1.4,7,22,4,2,7,1,1
62,Thomas Beelen,NED,Dif.Cen,Feyenoord,23-232,2001,7,3,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,11,0,0,6,0,0
63,Maximilian Beier,GER,Att.Cen,Dortmund,22-104,2002,5,3,283,3.1,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,4,2,3,2,5,1,1
64,Raoul Bellanova,ITA,Dif,Atalanta,24-257,2000,5,4,309,3.4,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,15,10,2,2,0,3,0
65,Jude Bellingham,ENG,Cen,Real Madrid,21-214,2003,7,7,570,6.3,1,3,4,1,0,0,1,0,1.7,1.7,1.6,3.3,12,44,9,3,11,16,2
66,Jeanuël Belocian,FRA,Dif,Leverkusen,19-347,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
67,Eliesse Ben Seghir,MAR,Att.Cen,Monaco,19-348,2005,7,6,420,4.7,1,0,1,1,0,0,1,0,1.1,1.1,0.4,1.5,12,17,7,2,5,7,0
68,Walter Benítez,ARG,Por,PSV Eindhoven,32-010,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
69,Loris Benito,SUI,Dif,Young Boys,33-022,1992,4,4,302,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,15,0,0,5,1,0
70,Ismaël Bennacer,ALG,Cen,Milan,27-059,1997,1,1,74,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,4,1,0,1,2,0
71,Ramy Bensebaini,ALG,Dif,Dortmund,29-288,1995,6,5,448,5.0,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1.0,8,35,5,1,9,4,0
72,Lucas Beraldo,BRA,Dif,Paris S-G,21-066,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
73,Paulo Bernardo,POR,Cen,Celtic,23-005,2002,7,2,223,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,15,2,0,5,3,0
74,Maxime Bernauer,FRA,Dif,Dinamo Zagreb,26-212,1998,6,5,466,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,12,2,0,4,4,0
75,Jan-Niklas Beste,GER,Att.Dif,Benfica,26-025,1999,5,0,113,1.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,2,2,2,2,1,4,0
76,Sam Beukema,NED,Dif,Bologna,26-073,1998,7,7,601,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,7,31,2,1,7,6,0
77,Mads Bidstrup,DEN,Cen,RB Salzburg,23-339,2001,5,4,331,3.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,3,9,4,3,3,2,0
78,Mika Biereth,DEN,Att,Sturm Graz,21-356,2003,6,6,470,5.2,2,0,2,2,0,0,0,0,2.1,2.1,0.1,2.2,5,7,8,3,9,7,3
